BOR;AN;FI;FI_EJ;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM
URGENCES2;2014;310783055;310781406;GEN;588;1546;1;MAO;35968;6259;982;8915;2731;114;69;21;6;971;486;6;9955;14;5110;4313;2226;2519;1;1
URGENCES2;2014;320000086;320780117;GEN;168;252;1;IAO;20492;3312;4221;6854;2241;831;34;23;0;;;;6888;2;730;578;138;478;1;1
URGENCES2;2014;320000102;320780133;GEN;168;168;0;;7289;978;1630;243;164;0;0;0;0;648;157;105;891;2;730;443;184;305;1;1
URGENCES2;2014;330000555;330781204;GEN;386;615;1;IAO;30749;4098;7600;7228;2357;820;12;;;;;;7240;6;2190;2573;720;2036;0;1
URGENCES2;2014;330000571;330781220;GEN;168;252;1;IAO;18003;2289;4503;5339;1593;407;47;28;0;854;208;135;6240;3;1095;2486;1583;989;1;1
URGENCES2;2014;330000589;330027509;GEN;168;229;1;IAO;22091;3174;4570;5513;1906;252;1;0;0;294;103;45;5808;5;1825;1774;890;925;1;1
URGENCES2;2014;330000597;330027509;GEN;84;84;1;IAO;4459;367;1373;351;148;5;0;0;;57;10;11;408;;;0;0;0;1;1
URGENCES2;2014;330000605;330781253;GEN;492;969;1;IAO;55252;7363;15395;17220;4949;2291;259;33;13;2;0;2;17481;12;8015;8630;4304;5004;0;0
URGENCES2;2014;330780263;330000134;GEN;168;408;1;IAO;25207;1650;5687;1605;235;45;;;;861;360;65;2466;6;2190;5978;4289;1689;1;
URGENCES2;2014;330780479;330000274;GEN;280;420;1;IAO;28862;3057;4263;2517;;;;;;1658;;;4175;5;5;6447;4642;2011;1;1
URGENCES2;2014;330780495;330796392;GEN;168;168;1;IAO;17647;2035;4355;1305;472;47;;;;1098;184;114;2403;4;1460;3028;1950;1099;1;1
URGENCES2;2014;330780529;330796392;GEN;238;383;0;;13842;1720;1552;2265;725;79;2;2;0;183;48;6;2450;3;1095;2863;2042;839;0;0
URGENCES2;2014;330780537;330000324;GEN;168;168;1;IAO;17653;2623;3902;5463;1768;289;0;0;0;462;60;58;5925;4;1460;2390;1810;580;1;0
URGENCES2;2014;330781303;750821092;GEN;288;578;1;IAO;28544;3285;1647;4737;1713;78;13;3;0;400;136;8;5150;4;1460;2310;954;1419;0;1
URGENCES2;2014;330781352;330781196;GEN;268;714;1;IAO;20010;4093;772;12221;3635;315;0;;;127;3;11;12348;15;5475;4803;2707;2097;0;1
URGENCES2;2014;330781360;330781196;GEN;676;1363;1;IAO;52839;6498;3336;28652;5751;1289;2;;;105;17;7;28759;20;7300;12136;9034;3103;0;1
URGENCES2;2014;330781360;330781196;PED;218;672;1;IAO;38607;;;;;;;;;;;;7690;8;2920;831;643;188;;
URGENCES2;2014;330783648;330781196;GEN;;;;;5178;;;;;;;;;;;;;4;1460;3698;;;;
URGENCES2;2014;340000033;340780055;GEN;490;672;1;MAO;58829;6680;20896;13862;3561;2477;739;257;14;;;;14601;6;2190;4510;2372;2276;1;1
URGENCES2;2014;340000223;340011295;GEN;279;738;1;IAO;34195;4616;7580;7559;2536;966;201;5;1;;;;7760;9;3285;3482;793;3497;0;1
URGENCES2;2014;340015502;340000512;GEN;256;420;1;IAO;22973;;;;;;;;;;;;;6;2190;1470;1033;446;1;0
URGENCES2;2014;340015965;340000074;GEN;235;368;1;IAO;20930;1960;4801;3571;947;168;;;;;;;3571;2;730;12;12;0;1;0
URGENCES2;2014;340780147;340000108;GEN;168;168;1;IAO;13560;1000;3775;1522;536;64;;;;;;;1522;2;730;77;75;2;;
URGENCES2;2014;340780154;340000116;GEN;168;189;1;IAO;11880;968;2921;932;373;35;;;;121;15;23;1053;2;730;136;134;2;1;1
URGENCES2;2014;340780634;340000272;GEN;168;270;1;IAO;20067;592;8750;1686;212;289;;;;;;;1686;2;730;57;39;18;1;1
URGENCES2;2014;340780642;340785856;GEN;168;168;0;;10952;;;;;;;;;;;;;4;450;150;68;82;;
URGENCES2;2014;340780667;340000280;GEN;196;273;1;IAO;15260;2379;2069;2731;1037;20;;;;;;;2731;11;4380;425;105;366;1;1
URGENCES2;2014;340780683;340000306;GEN;168;420;0;;10757;702;1384;479;111;56;;;;;;;479;5;1825;348;236;112;1;1
URGENCES2;2014;340780717;340008150;GEN;168;168;;;14394;;;1569;;;;;;;;;1569;1;365;590;389;202;0;1
URGENCES2;2014;340780725;340016864;GEN;168;238;1;IAO;20285;1885;6404;;;;;;;;;;;4;1460;657;168;540;1;1
URGENCES2;2014;340785161;340780477;GEN;776;1596;1;IAO;76834;10431;2643;12766;;;1626;;;810;;;15202;21;7665;7991;3160;5495;1;1
URGENCES2;2014;340785161;340780477;PED;420;504;1;IAO;30051;;;;;;;;;;;;4928;6;2190;1883;591;1365;;
URGENCES2;2014;350000121;350000303;GEN;259;647;1;IAO;29148;;;4599;;;;;;;;;4599;5;1825;768;463;311;;
URGENCES2;2014;350000147;350000022;GEN;322;509;1;IAO;37213;5560;8104;13138;4022;1460;446;14;96;419;123;38;14003;10;3650;3104;201;3653;1;1
URGENCES2;2014;350000154;350000030;GEN;453;545;1;IAO;27208;3716;7443;6687;2551;760;3;2;0;389;73;35;7079;8;2920;2118;246;2408;1;0
URGENCES2;2014;350000162;350000048;GEN;336;347;1;IAO;20783;2816;4737;4800;1728;576;79;10;0;674;458;26;5553;4;1460;3693;1815;2194;1;1
URGENCES2;2014;350000188;350000055;GEN;336;336;0;;20076;2432;5612;4293;1650;438;5;;;328;;;4626;4;1460;973;189;870;1;1
URGENCES2;2014;350000741;350005179;GEN;573;1879;1;MAO;49684;7857;1407;10706;3301;121;10;8;;3304;1227;42;14020;19;6935;3972;2115;1895;1;1
URGENCES2;2014;350005146;350000733;GEN;210;324;1;IAO;21013;1324;6896;;;;0;;;;;;0;4;1460;120;76;44;1;0
URGENCES2;2014;350007084;350005179;PED;352;1196;1;IAO;30220;;;;;;;;;;;;4735;8;2536;2272;429;2410;;
URGENCES2;2014;360000038;360000046;GEN;168;168;0;;10025;1089;2644;1502;682;28;8;3;0;125;4;34;1635;6;2190;590;428;168;0;1
URGENCES2;2014;360000137;360000053;GEN;441;889;1;IAO;44696;6487;10597;12403;4055;955;196;4;20;639;220;31;13238;10;4172;3943;1049;3124;1;1
URGENCES2;2014;360000160;360000079;GEN;168;168;0;;10241;1739;2518;2266;1043;64;24;17;0;0;0;0;2290;3;1095;490;110;438;0;1
URGENCES2;2014;370000093;370000192;GEN;252;371;1;IAO;21995;1309;2899;2513;150;331;;;;381;22;50;2894;8;2920;2242;1069;1332;1;1
URGENCES2;2014;370000499;370000481;PED;;711;1;IAO;31046;;;;;;;;;;;;4147;8;2680;1419;328;1133;;
URGENCES2;2014;370000531;370000606;GEN;168;168;1;IAO;15978;2855;3069;3723;1714;50;244;21;4;472;135;61;4439;6;2190;2264;506;1927;1;0
URGENCES2;2014;370000879;370000564;GEN;182;343;1;IAO;18725;2805;4991;2644;1445;26;59;1;1;203;27;7;2906;4;1460;1243;501;752;1;0
URGENCES2;2014;370000903;370000614;GEN;218;241;0;;13799;2597;3241;1743;1044;18;9;9;0;581;89;48;2333;4;1460;651;67;691;1;0
URGENCES2;2014;370004467;370000481;GEN;;1813;1;IAO;46676;7180;1826;18225;5065;363;10;1;0;;;;18235;18;3492;12115;4139;9348;1;1
URGENCES2;2014;370007569;370007528;GEN;224;435;1;IAO;21850;;;2279;;;;;;;;;2279;3;1095;10;7;8;1;0
URGENCES2;2014;380000026;380780031;GEN;186;186;0;;7048;757;1795;792;383;6;2;2;0;416;74;68;1210;0;0;0;0;0;1;0
URGENCES2;2014;380000034;380780049;GEN;592;924;1;IAO;42400;;;9261;;;;;;;;;9261;20;7300;1066;636;435;0;1
URGENCES2;2014;380000042;380780056;GEN;240;339;0;;20007;1505;6053;1610;700;20;0;0;0;407;63;101;2017;2;730;413;110;328;;0
URGENCES2;2014;380000067;380780080;GEN;861;1512;1;IAO;55106;8459;1509;13927;4680;142;64;0;2;1607;190;37;15598;20;7300;17663;7647;12244;1;1
URGENCES2;2014;380000067;380780080;PED;336;798;1;IAO;28564;;;;;;;;;;;;5560;12;4380;5249;1907;3742;;
URGENCES2;2014;380000174;380781435;GEN;456;840;1;IAO;37772;3398;14178;9414;2662;1412;139;8;1;463;45;103;10016;8;2920;2732;553;2442;1;1
URGENCES2;2014;380000406;380784751;GEN;336;756;1;IAO;33178;;;5230;;;0;;;1468;;;6698;5;1825;2900;539;2525;0;1
URGENCES2;2014;380012658;380012609;GEN;386;582;1;IAO;26402;2566;4556;5842;1487;197;;;;;;;5842;10;3650;5842;4002;1915;1;0
URGENCES2;2014;380781450;380798140;GEN;168;238;1;IAO;17552;643;5941;1894;359;185;;;;;;;1894;2;730;477;461;16;0;0
URGENCES2;2014;380782722;380780080;GEN;212;196;0;;13792;692;3930;1376;;;;;;6;;;1382;0;;0;0;0;1;0
URGENCES2;2014;380785956;380795211;GEN;218;455;1;IAO;22285;1320;3240;1730;409;46;;;;76;2;7;1806;12;4380;1307;651;658;1;1
URGENCES2;2014;390000040;390780146;GEN;199;569;1;IAO;25872;4407;5029;8909;2780;1122;9;0;9;211;;;9129;13;4745;3906;876;4425;1;1
URGENCES2;2014;390000065;390780161;GEN;168;168;0;;11400;;3095;3122;;;;;;;;;3122;4;1460;1481;423;1278;1;1
URGENCES2;2014;390000214;390780591;GEN;158;190;0;;7671;1025;1729;1084;544;12;8;0;0;;;;1092;2;730;277;81;263;0;0
URGENCES2;2014;390000222;390780609;GEN;168;420;1;MAO;27837;3399;7208;7537;2360;1039;16;8;0;;;;7553;4;1460;1400;466;979;1;0
URGENCES2;2014;400000105;400780193;GEN;396;762;1;MAO;37985;5291;9829;7962;2856;1177;129;28;1;580;94;28;8671;10;3650;4614;1326;4106;1;1
URGENCES2;2014;400000139;400011177;GEN;574;466;1;IAO;30434;4254;6898;9359;2736;1123;181;9;3;314;69;30;9854;10;3650;3282;443;3559;1;1
URGENCES2;2014;400782769;400001764;GEN;168;168;;;8952;1635;1669;1727;1094;113;25;24;0;331;142;9;2083;4;1460;1124;766;358;0;
URGENCES2;2014;410000020;410000087;GEN;735;1680;1;IAO;48820;5099;15758;10133;2872;1787;160;6;4;2;1;0;8803;11;4015;2205;115;3105;1;0
URGENCES2;2014;410000038;410000095;GEN;298;483;1;IAO;18448;2904;4263;3411;1510;31;102;6;1;947;242;171;4460;6;2190;1833;280;2050;1;0
URGENCES2;2014;410000046;410000103;GEN;406;504;1;IAO;22099;2635;7614;5657;1588;801;288;14;3;636;106;2;6581;4;1460;2231;751;1675;1;1
URGENCES2;2014;420000010;420780033;GEN;719;872;1;IAO;42049;4598;12286;9730;3272;1031;751;409;2;1136;546;42;11617;12;4380;3492;774;3087;1;0
URGENCES2;2014;420000226;420013831;GEN;214;1176;1;IAO;23877;;6664;4900;;;;;;;;;4900;6;;2316;491;2549;1;1
URGENCES2;2014;420000234;420780652;GEN;284;689;1;IAO;30214;3317;9497;7841;2543;1349;0;0;0;0;0;0;7841;18;2718;6453;3384;3195;0;1
URGENCES2;2014;420000267;420013831;GEN;;;1;IAO;17403;;4016;1223;;;13;;;282;;;1518;6;2190;1594;273;1609;1;1
URGENCES2;2014;420010050;420787061;GEN;71;159;0;;7792;;;;;;;;;;;;;2;0;2;2;0;1;0
URGENCES2;2014;420011413;420011405;GEN;238;252;1;IAO;23634;1656;4716;3284;883;136;0;;;0;;;3284;6;2190;772;464;317;1;1
URGENCES2;2014;420780504;420000135;GEN;168;168;1;IAO;16631;;;3236;;;;;;;;;3236;5;1825;2142;1700;442;1;1
URGENCES2;2014;420780637;420002495;GEN;213;672;1;IAO;25370;2609;5473;4874;1809;113;;;;;;;4874;6;2190;2247;527;1901;0;1
URGENCES2;2014;420782310;420000853;GEN;168;371;1;IAO;17466;1785;;1790;519;;;;;;;;1790;2;730;588;493;98;1;0
URGENCES2;2014;420785354;420784878;GEN;641;1177;1;IAO;56537;5427;2755;19784;3703;283;5;0;0;;;;19789;15;5475;9527;4090;6209;1;1
URGENCES2;2014;420785354;420784878;PED;350;857;1;IAO;25080;;;;;;;;;;;;4781;2;730;4805;3714;1094;;
URGENCES2;2014;430000117;430000018;GEN;273;496;1;IAO;35635;4711;7310;12019;3336;1305;11;9;0;;;;12030;8;2920;515;354;162;0;0
URGENCES2;2014;430000190;430000034;GEN;168;287;0;;11998;;;2182;;;0;;;;;;2182;4;1460;1068;221;913;1;0
URGENCES2;2014;440000016;440000057;GEN;842;1484;1;MAO;71927;7842;17293;19063;4930;2658;4;2;0;1325;523;46;20392;10;10;3519;297;3405;1;1
URGENCES2;2014;440000271;440000289;GEN;918;2525;1;MAO;78625;8629;3802;23412;5749;634;1473;48;67;606;88;30;25491;22;8030;4639;553;6831;1;1
URGENCES2;2014;440000271;440000289;PED;292;543;1;IAO;32808;;;;;;;;;;;;6528;9;3285;1807;261;1983;;
URGENCES2;2014;440000396;440000297;GEN;262;448;1;IAO;17092;1853;4817;3371;1262;162;;;;;;;3371;4;1460;1576;187;1809;0;
URGENCES2;2014;440000503;440000313;GEN;168;168;1;IAO;17226;2411;4766;3792;1854;569;606;14;0;777;75;14;5175;4;1460;2221;923;1347;1;1
URGENCES2;2014;440041580;440041572;GEN;408;756;1;IAO;27191;4246;1830;6356;2097;96;0;0;0;396;100;14;6752;8;2920;2521;471;2298;1;0
URGENCES2;2014;450000021;450000088;GEN;224;168;1;IAO;14740;36;91;3573;3;21;0;;;;;;3573;;;0;0;0;1;1
URGENCES2;2014;450000021;450000088;PED;336;578;1;IAO;36518;;;;;;;;;;;;4940;6;2190;537;65;508;;
URGENCES2;2014;450000047;450000096;GEN;708;1008;1;IAO;27624;;;5289;;;14;;;;;;5303;10;3650;2838;589;2344;1;0
URGENCES2;2014;450000062;450000104;GEN;628;733;1;IAO;47707;4730;15730;9974;2932;1175;294;11;11;298;47;14;9891;8;2920;4106;2507;1698;1;0
URGENCES2;2014;450000070;450000112;GEN;168;168;1;IAO;16077;905;4298;1373;682;4;0;0;0;739;;;2112;4;1460;1187;270;971;0;1
URGENCES2;2014;450000294;450000591;GEN;252;693;1;IAO;25243;989;3133;2659;706;;;;;4171;;;6830;8;2920;758;120;722;1;0
URGENCES2;2014;450002613;450000088;GEN;506;1117;1;MAO;45261;7578;951;14890;4896;115;;;;;;;14890;20;7300;2273;372;2131;1;0
URGENCES2;2014;460000045;460780083;GEN;35;35;;IAO;13263;1960;2849;2663;1031;91;;;;262;31;46;2925;2;730;533;305;237;;
URGENCES2;2014;460000052;460780091;GEN;118;283;1;IAO;8953;1397;1955;1563;726;32;6;5;0;253;54;35;1822;4;1460;1146;410;891;;
URGENCES2;2014;460000102;460780208;GEN;168;252;0;;7798;1415;1590;1206;655;9;43;43;0;236;59;21;1485;3;1095;589;180;606;0;0
URGENCES2;2014;460000110;460780216;GEN;168;609;1;IAO;21967;3248;4737;6334;1930;703;0;0;0;0;0;0;6334;6;2190;2397;968;1569;1;1
URGENCES2;2014;470000027;470014069;GEN;336;455;1;IAO;25708;2692;4146;5405;1583;298;;;;;;;5405;6;2190;3306;2624;682;1;1
URGENCES2;2014;470000423;470000316;GEN;314;588;1;IAO;32724;4037;8582;4912;2253;958;216;136;6;;;;5128;8;2920;2304;479;1921;1;1
URGENCES2;2014;470000431;470000324;GEN;238;252;1;IAO;25171;2573;6119;5998;;;;;;849;;;6847;5;1825;3293;1668;1687;1;1
URGENCES2;2014;470000480;470001660;GEN;336;504;1;IAO;23223;3744;5569;6403;2331;966;318;252;0;979;441;28;7700;3;1095;2404;1064;1361;1;1
URGENCES2;2014;480000017;480780097;GEN;168;336;0;;19074;1831;;4627;1123;;;;;;;;4627;4;1460;1354;511;867;0;0
URGENCES2;2014;490000049;490000031;GEN;583;1273;1;IAO;51840;8944;1768;19568;6323;261;24;15;0;1511;106;39;21103;13;4983;10197;3681;6959;1;1
URGENCES2;2014;490000049;490000031;PED;168;496;1;IAO;23985;;;;;;;;;;;;3202;8;2920;741;123;634;;
URGENCES2;2014;490000635;490000676;GEN;478;1009;1;IAO;53569;5790;17312;12748;3556;2864;615;20;14;;;;13363;8;2920;3003;793;2328;0;1
URGENCES2;2014;490001765;490528452;GEN;238;492;1;MAO;25050;3683;6756;7279;2447;814;;;;;;;7279;5;1825;3448;1284;2294;1;1
URGENCES2;2014;490014909;490008109;GEN;252;480;1;IAO;26564;1500;7470;4258;;;;;;;;;4258;3;1095;519;238;282;1;0
URGENCES2;2014;500000021;500000054;GEN;202;468;1;IAO;19901;3199;3293;6558;2282;223;20;17;;357;109;14;6935;4;1460;2458;530;2221;0;0
URGENCES2;2014;500000187;500000013;GEN;391;840;1;IAO;45637;4717;6235;11763;3048;214;12;6;0;490;31;19;12265;12;4380;2710;922;1978;0;0
URGENCES2;2014;500000260;500000054;GEN;168;336;0;;15684;2414;3219;4516;1581;161;11;11;;117;16;;4644;4;1460;2653;1622;1066;0;0
URGENCES2;2014;500000427;500000096;GEN;170;170;1;IAO;9119;1107;1465;1444;;;2;;;131;;;1577;2;730;509;255;264;1;0
URGENCES2;2014;500000450;500000112;GEN;168;462;1;IAO;40813;4251;12828;8860;2638;1224;2;0;0;;;;8862;7;2555;1715;371;1518;1;0
URGENCES2;2014;500000468;500000013;GEN;168;252;1;IAO;12936;1808;2991;2311;994;50;12;6;0;55;9;4;2378;2;720;264;234;30;0;0
URGENCES2;2014;500000591;500000393;GEN;168;420;1;IAO;15044;2518;2910;3633;1660;17;121;0;0;465;150;2;4219;5;1825;1234;314;966;0;0
URGENCES2;2014;510000169;510000037;GEN;217;632;1;IAO;27532;2573;6812;6469;1628;718;31;24;0;23;;;6523;8;2920;1747;297;2019;1;1
URGENCES2;2014;510000185;510000532;GEN;168;210;1;IAO;15479;1182;2133;3747;95;600;;;;;;;3747;8;2920;1170;636;604;1;0
URGENCES2;2014;510000193;510000557;GEN;168;252;0;;14416;969;2105;;;;;;;;;;;8;2920;2284;910;1460;1;1
URGENCES2;2014;510000235;510000060;GEN;168;406;1;IAO;20235;3481;4600;4841;1599;602;0;0;0;146;0;0;4987;3;1095;829;330;516;1;1
URGENCES2;2014;510000250;510000078;GEN;168;252;1;IAO;14351;1941;3861;2948;985;503;0;0;0;0;0;0;2948;4;1460;835;215;701;1;1
URGENCES2;2014;510002470;510000029;PED;168;468;1;IAO;24589;;;;;;;;;;;;3167;8;2920;2381;692;1778;;
URGENCES2;2014;510004302;510000029;GEN;388;1004;1;IAO;46951;6253;1984;11288;3473;164;439;9;13;99;9;0;11826;12;4378;2945;492;3179;0;1
URGENCES2;2014;520000027;520780032;GEN;44;630;1;IAO;21760;2850;4840;5864;1979;834;0;0;0;0;0;0;5864;4;1460;1803;647;1236;0;1
URGENCES2;2014;520000043;520780057;GEN;12612;18746;0;;12907;1870;2849;3112;1128;308;15;12;0;552;151;34;3679;4;1460;782;212;641;;
URGENCES2;2014;520000068;520780073;GEN;313;504;1;IAO;26472;3695;6886;6087;2225;950;0;0;0;0;0;0;6087;8;2920;1895;453;1629;1;
URGENCES2;2014;530000017;530000025;GEN;168;322;0;;16011;3288;3703;4150;;;166;;;356;;;4672;1;365;640;347;298;0;0
URGENCES2;2014;530000173;530000074;GEN;385;;1;IAO;20089;3309;4227;5693;2299;128;229;21;4;270;57;65;6192;6;2190;1857;300;1664;1;1
URGENCES2;2014;530000264;530000371;GEN;420;675;1;IAO;40488;4612;14199;6457;2227;1107;9;1;4;455;133;40;6921;11;;2596;554;2281;;
URGENCES2;2014;540000023;540000049;GEN;336;168;0;;17060;2275;4036;3010;;;;;;497;;;3507;4;;1266;359;968;0;0
URGENCES2;2014;540000155;540000080;GEN;218;252;0;;18321;2887;4796;5058;1845;634;1;1;0;376;84;53;5435;4;1460;1641;569;1159;1;1
URGENCES2;2014;540000296;540000106;GEN;168;168;1;IAO;11059;1761;2081;1818;;;8;8;;1054;;;2880;3;1095;1556;674;942;1;0
URGENCES2;2014;540000486;540000932;GEN;168;840;0;;17669;619;308;;;;;;;;;;;8;2920;6019;4105;2726;1;1
URGENCES2;2014;540001070;540000767;GEN;336;274;1;IAO;32056;2776;10736;5730;1655;1192;116;5;2;141;26;6;5987;4;1460;1127;501;660;0;1
URGENCES2;2014;540001096;570010181;GEN;168;252;1;IAO;20866;;;4167;;;132;;;597;;;4896;7;2555;2277;557;2459;1;0
URGENCES2;2014;540001138;540023264;GEN;476;1175;1;IAO;42490;6317;998;11010;3885;79;1;1;0;1846;220;41;12857;8;2920;5342;912;5042;1;1
URGENCES2;2014;540002698;540023264;PED;140;531;1;IAO;25797;;;;;;;;;;;;5568;2;730;316;232;86;;
URGENCES2;2014;550000012;550006795;GEN;386;756;1;IAO;28414;4371;5555;6883;;;587;;;159;;;7629;6;2190;1714;774;961;1;0
URGENCES2;2014;550000434;550003354;GEN;381;588;1;IAO;18073;2336;4482;4159;1170;835;17;12;0;;;;4176;4;1460;1453;422;1095;1;1
URGENCES2;2014;560000127;560023210;GEN;621;972;1;IAO;71781;8077;20663;17813;4956;2365;6;6;0;628;161;2;18447;16;5840;7134;444;8005;1;0
URGENCES2;2014;560000135;560005746;GEN;730;1140;1;IAO;50566;5893;11108;11004;2923;10747;11;10;;1345;107;79;12360;12;4380;6561;3749;2838;1;1
URGENCES2;2014;560000143;560014748;GEN;420;588;1;IAO;26534;4532;5831;10333;3354;1273;0;0;0;481;51;21;10814;12;4380;3051;559;3090;1;1
URGENCES2;2014;560000192;560000044;GEN;168;364;1;IAO;18729;3278;3620;5621;2241;127;0;0;0;474;123;65;6095;6;2190;1700;323;1419;0;0
URGENCES2;2014;560000200;560023210;GEN;77;84;1;IAO;1425;155;410;202;75;13;0;0;0;3;0;0;205;0;0;0;0;0;0;0
URGENCES2;2014;570000059;570025254;GEN;504;672;1;IAO;43881;3025;16881;7408;1450;1813;;;;1248;253;36;8656;6;2190;2029;536;1697;1;1
URGENCES2;2014;570000117;570015099;GEN;168;504;0;IAO;23351;2770;5638;5362;1707;463;;;;526;49;44;5888;4;1460;1634;870;792;1;0
URGENCES2;2014;570000216;570010173;GEN;371;400;1;IAO;23530;;;;;;;;;;;;;4;1460;1814;496;1412;1;1
URGENCES2;2014;570000349;570005165;GEN;504;1250;1;IAO;57484;6297;18384;9439;2540;1282;626;42;5;1984;931;77;12049;15;5475;4207;475;4276;1;1
URGENCES2;2014;570000596;750821092;GEN;250;710;1;IAO;24947;1410;2267;2143;142;34;19;0;2;906;402;9;3068;6;2010;1240;337;949;1;1
URGENCES2;2014;570000646;570001115;GEN;168;336;0;;16876;1754;4667;3334;825;358;;;;129;;;3463;5;900;1280;832;448;1;1
URGENCES2;2014;570000901;570000158;GEN;280;494;1;IAO;38402;3580;12139;8776;2333;1594;;;;;;;8776;5;1825;2295;901;1495;1;1
URGENCES2;2014;570026682;570005165;GEN;525;1400;1;IAO;58512;6310;17925;9342;2451;1498;5;0;0;2811;687;180;12158;20;7300;7789;1297;7663;1;1
URGENCES2;2014;580972669;580780070;GEN;168;168;;;10666;1863;1873;1566;645;17;;;;370;83;68;1936;2;730;575;290;299;;
URGENCES2;2014;580972677;580780088;GEN;168;420;1;IAO;14131;1189;3093;1736;822;;;;;866;;;2602;2;750;823;384;463;1;0
URGENCES2;2014;580972685;580780096;GEN;168;168;0;;10278;1819;1962;2736;1186;53;6;2;0;124;;;2866;2;730;702;240;523;0;0
URGENCES2;2014;580972693;580780039;GEN;466;756;1;IAO;40054;6253;9121;9030;3596;1258;5;3;;595;122;8;9630;10;3650;3295;614;3131;1;1
URGENCES2;2014;590000121;590780227;GEN;324;770;;;35939;2851;11443;5422;1872;1637;94;80;;;;;10318;8;2920;2954;1128;2029;1;1
URGENCES2;2014;590000337;590781415;GEN;393;1283;1;IAO;56599;5543;13553;16339;3850;3129;0;;;618;;;16957;9;3285;6639;3264;3690;1;1
URGENCES2;2014;590000428;590781605;GEN;238;682;1;IAO;29527;;;8778;;;;;;449;;;9227;10;3650;8650;4395;4512;0;1
URGENCES2;2014;590000436;590781621;GEN;1126;1644;1;IAO;12611;1159;3443;2867;776;102;2;1;;;;;2869;5;1825;2418;1130;1388;0;1
URGENCES2;2014;590000469;590781662;GEN;;;;;15268;;;;;;;;;;;;;12;;2051;564;2263;;
URGENCES2;2014;590000535;590781803;GEN;476;840;1;IAO;56174;3944;16290;7208;1561;1679;595;7;7;782;216;16;8585;12;4380;5212;2604;2824;0;1
URGENCES2;2014;590000592;590782165;GEN;336;588;1;IAO;27991;2674;7426;3825;1656;287;226;0;6;327;13;119;4378;6;2190;2742;649;2289;0;1
URGENCES2;2014;590000618;590782215;GEN;566;1362;;;55663;7712;1400;8942;2343;81;;;;1812;;;10754;17;6205;13374;6258;7648;1;1
URGENCES2;2014;590000618;590782215;PED;;333;1;IAO;24484;;;;;;;;;;;;4794;8;1860;1505;1053;457;;
URGENCES2;2014;590000758;590782637;GEN;223;651;1;IAO;33075;2573;12412;11614;1967;2338;;;;;;;11614;10;3650;8050;5326;2881;1;0
URGENCES2;2014;590000774;590782652;GEN;168;227;1;IAO;17072;1650;3778;3257;1034;100;;;;670;251;27;3927;2;730;1674;1019;679;0;0
URGENCES2;2014;590001004;590783239;GEN;733;1344;1;IAO;66653;6249;21277;16891;3931;3170;273;6;5;506;;;14562;11;4015;5146;1059;4585;0;1
URGENCES2;2014;590001749;590788956;GEN;168;315;1;IAO;13785;748;4030;1681;513;8;3;1;;;;;1684;2;730;170;115;170;1;0
URGENCES2;2014;590008041;590008033;GEN;168;546;;;15133;;;;;;;;;;;;;10;;342;28;336;;
URGENCES2;2014;590780284;590051801;GEN;;;1;IAO;21969;3689;2381;7248;2439;170;;;;;;;7248;7;2555;4030;2124;2073;;
URGENCES2;2014;590796975;590780193;GEN;611;1985;1;IAO;77460;6470;2865;7897;2703;2451;16142;3476;386;1554;291;28;25593;13;3263;19183;11846;7521;0;1
URGENCES2;2014;590796975;590780193;PED;228;448;1;IAO;22493;;;;;;;;;;;;5297;10;2510;5196;2847;2377;;
URGENCES2;2014;590797353;590051801;GEN;;;1;IAO;39266;2190;2957;8104;1373;282;;;;;;;8104;7;2555;3093;760;2819;0;0
URGENCES2;2014;590797353;590051801;PED;;;0;;20785;;;;;;;;;;;;3070;5;1825;1189;303;913;;
URGENCES2;2014;590801106;590782421;GEN;946;;1;IAO;59659;;;9320;;;24;;;1702;;;11046;20;7283;17599;11456;6380;0;1
URGENCES2;2014;590801106;590782421;PED;168;;1;IAO;25859;;;;;;;;;;;;4101;0;0;0;0;0;;
URGENCES2;2014;590804696;590781902;GEN;559;924;1;IAO;48856;3929;15329;9078;2274;1807;8;5;0;1115;92;100;10201;8;2920;3478;1415;2102;1;1
URGENCES2;2014;590816310;590000048;GEN;174;266;1;IAO;12682;492;4079;1120;21;77;;;;101;9;11;1221;2;1095;41;21;20;1;1
URGENCES2;2014;600000053;600101984;GEN;469;460;1;IAO;22145;2168;3604;4003;1216;79;6;5;;283;65;14;4292;6;2184;1843;307;1920;1;1
URGENCES2;2014;600000053;600101984;PED;126;118;0;;7446;;;;;;;;;;;;1131;;;0;0;0;;
URGENCES2;2014;600000186;600100648;GEN;168;336;0;;24320;1851;6308;2177;676;43;5;5;0;563;79;85;2745;0;0;0;0;0;1;1
URGENCES2;2014;600000194;600100713;GEN;579;1190;1;IAO;42841;4629;6098;7403;2113;161;9;8;0;516;96;14;7928;10;3650;4718;1450;3596;1;1
URGENCES2;2014;600000194;600100713;PED;156;300;1;IAO;19185;;;;;;;;;;;;2513;4;1460;781;185;639;;
