BOR;AN;FI;FI_EJ;PERSO;PRESTA;MAD;FI1;FI2
Q26;2014;280502998;280000589;N2000;1;0;;
Q26;2014;280504267;280000134;M1010;1;1;890000037;
Q26;2014;280504267;280000134;M3000;1;1;370000481;
Q26;2014;280504267;280000134;N2000;1;0;;
Q26;2014;290000025;290020700;M1000;0;1;290000074;
Q26;2014;290000025;290020700;M1010;1;1;290000074;290000017
Q26;2014;290000025;290020700;M2000;0;1;290000074;290000017
Q26;2014;290000025;290020700;M3000;0;1;290000074;
Q26;2014;290000025;290020700;N2000;0;1;290000298;290000074
Q26;2014;290000025;290020700;N3000;0;1;290000298;
Q26;2014;290000025;290020700;N5000;0;1;290000298;560005746
Q26;2014;290000033;290021542;M1000;1;;;
Q26;2014;290000033;290021542;M1010;1;1;290000975;290000058
Q26;2014;290000033;290021542;M2000;1;1;290000058;290023431
Q26;2014;290000033;290021542;M3000;1;;;
Q26;2014;290000066;290020700;M1010;0;1;290000017;290000074
Q26;2014;290000066;290020700;N2000;0;1;290000074;
Q26;2014;290000140;290000447;N2000;1;;;
Q26;2014;290000165;290030592;N1000;0;1;290019777;
Q26;2014;290000165;290030592;N2000;;1;290019777;
Q26;2014;290000165;290030592;N4000;;1;290019777;
Q26;2014;290000173;290000041;M1010;1;1;290000017;
Q26;2014;290000173;290000041;M2000;1;1;290000017;
Q26;2014;290000173;290000041;N1000;0;1;290000017;
Q26;2014;290000173;290000041;N4000;0;1;290000017;
Q26;2014;290000173;290000041;N5000;0;1;290021542;
Q26;2014;290000215;290029974;N1000;;1;290000207;
Q26;2014;290000215;290029974;N2000;;1;290000207;
Q26;2014;290000215;290029974;N5000;;0;290000207;
Q26;2014;290000322;290000108;N1000;;1;290000017;
Q26;2014;290000322;290000108;N5000;;1;290000751;
Q26;2014;290000413;290009752;N2000;1;1;290000934;
Q26;2014;290000413;290009752;N3000;0;1;290000934;
Q26;2014;290000686;440042844;M1000;1;0;;
Q26;2014;290000686;440042844;N1000;1;0;;
Q26;2014;290000686;440042844;N2000;1;0;;
Q26;2014;290000728;750821092;M1000;1;0;;
Q26;2014;290000728;750821092;M1010;1;0;;
Q26;2014;290000728;750821092;N2000;1;0;;
Q26;2014;290000728;750821092;N5000;1;0;;
Q26;2014;290000785;220020739;M1000;1;;;
Q26;2014;290000785;220020739;M1010;1;;;
Q26;2014;290000785;220020739;N2000;1;;;
Q26;2014;290000827;290000546;N2000;1;;;
Q26;2014;290000918;290000298;M3000;;1;290000074;
Q26;2014;290000934;290000306;M1010;;1;560005746;
Q26;2014;290000934;290000306;M2000;;1;560005746;
Q26;2014;290000934;290000306;M3000;;1;560005746;
Q26;2014;290000934;290000306;N1000;;1;560005746;
Q26;2014;290000975;290000546;M1000;1;;;
Q26;2014;290000975;290000546;M1010;1;;;
Q26;2014;290000975;290000546;M2000;1;;;
Q26;2014;290000975;290000546;M3000;1;;;
Q26;2014;290000975;290000546;N2000;1;;;
Q26;2014;290000975;290000546;N5000;1;;;
Q26;2014;290001015;290000751;M3000;;;290000017;
Q26;2014;290001015;290000751;N1000;;1;290000017;290000108
Q26;2014;290001015;290000751;N5000;;1;290000108;
Q26;2014;290002344;440042844;M1000;0;1;290020700;
Q26;2014;290002344;440042844;N2000;1;1;290020700;
Q26;2014;290004142;290022508;N1000;;1;290019777;
Q26;2014;290004142;290022508;N3000;;1;290019777;
Q26;2014;290004142;290022508;N4000;;1;290019777;
Q26;2014;290004142;290022508;N5000;;1;290019777;
Q26;2014;290005826;290020700;M2000;0;1;290000017;
Q26;2014;290019777;290022508;N1000;1;0;;
Q26;2014;290019777;290022508;N5000;0;1;290000165;
Q26;2014;290020841;290000298;M1000;0;1;290000298;
Q26;2014;290020841;290000298;M1010;0;1;290000298;
Q26;2014;290020841;290000298;N1000;0;1;290000298;
Q26;2014;290020841;290000298;N2000;0;1;290000298;
Q26;2014;290020841;290000298;N3000;0;1;290000298;
Q26;2014;290020841;290000298;N4000;0;1;290000298;
Q26;2014;290020841;290000298;N5000;0;1;290000298;
Q26;2014;290023498;950030247;N1000;1;;;
Q26;2014;290023498;950030247;N4000;1;;;
Q26;2014;290024462;290000298;M1000;;1;290000298;
Q26;2014;290024462;290000298;M1010;;1;290000298;
Q26;2014;290024462;290000298;N1000;0;1;290000298;
Q26;2014;290024462;290000298;N2000;0;1;290000298;
Q26;2014;290024462;290000298;N3000;0;1;290000298;
Q26;2014;290024462;290000298;N4000;0;1;290000298;
Q26;2014;290024462;290000298;N5000;0;1;290000298;
Q26;2014;290029982;290020700;M1010;0;1;290000017;290000074
Q26;2014;2A0001988;2A0001848;M1010;;1;2A0000022;
Q26;2014;2A0002051;2A0000303;N2000;1;;;
Q26;2014;2B0000160;2B0000087;N1000;1;;;
Q26;2014;2B0003420;2B0000020;N2000;1;0;2B0005342;
Q26;2014;2B0004907;2B0000020;N2000;;1;2B0004246;
Q26;2014;2B0005409;2B0000020;N2000;1;;;
Q26;2014;300000023;300780046;M1000;1;1;340000199;
Q26;2014;300000023;300780046;M1010;1;1;300780038;340780493
Q26;2014;300000023;300780046;M2000;1;1;300780038;
Q26;2014;300000023;300780046;M3000;1;1;300780038;
Q26;2014;300000023;300780046;N2000;1;0;;
Q26;2014;300000023;300780046;N4000;1;0;;
Q26;2014;300000031;300780053;M1000;1;1;300780103;
Q26;2014;300000031;300780053;M1010;;1;300780038;
Q26;2014;300000031;300780053;M2000;;1;300780038;
Q26;2014;300000031;300780053;M3000;;1;300780046;
Q26;2014;300000031;300780053;N2000;1;0;;
Q26;2014;300000049;130028228;N2000;1;0;;
Q26;2014;300000064;300780087;M1010;0;1;300780038;
Q26;2014;300000064;300780087;N2000;1;1;300000023;
Q26;2014;300000072;300780095;N2000;1;0;;
Q26;2014;300000478;300781010;N2000;1;0;;
Q26;2014;300000478;300781010;N4000;1;0;;
Q26;2014;300002169;780020715;N2000;1;0;;
Q26;2014;300002169;780020715;N3000;0;1;300780111;
Q26;2014;300002169;780020715;N4000;1;0;;
Q26;2014;300002169;780020715;N5000;1;0;;
Q26;2014;300002508;300000213;N2000;1;;;
Q26;2014;300012309;340784933;N2000;1;0;;
Q26;2014;300012481;300780046;M1010;1;0;;
Q26;2014;300012499;300780046;M1000;1;0;;
Q26;2014;300012499;300780046;M1010;1;0;;
Q26;2014;300013745;340784933;N2000;1;0;;
Q26;2014;300014040;300014024;M1000;0;;300000031;
Q26;2014;300014040;300014024;M1010;0;1;300000031;
Q26;2014;300014040;300014024;N2000;1;1;300000031;
Q26;2014;300014040;300014024;N3000;0;1;300000031;
Q26;2014;300780137;920028396;N1000;1;0;;
Q26;2014;300780137;920028396;N2000;1;0;;
Q26;2014;300780137;920028396;N5000;1;0;;
Q26;2014;300780152;300000114;M3000;1;0;;
Q26;2014;300780152;300000114;N1000;1;0;;
Q26;2014;300780152;300000114;N2000;1;0;;
Q26;2014;300780228;300000155;N2000;1;;;
Q26;2014;300780251;300000189;N2000;1;0;;
Q26;2014;300780285;300000726;N2000;1;0;;
Q26;2014;300780400;380804542;N2000;1;;;
Q26;2014;300780491;340016963;M1010;1;;;
Q26;2014;300780491;340016963;N2000;1;;;
Q26;2014;300782117;300780038;M1000;;1;300780053;300000023
Q26;2014;300782117;300780038;M1010;;1;340780477;
Q26;2014;300782117;300780038;M2000;;1;300780053;300000023
Q26;2014;300782117;300780038;M3000;;1;130789274;340780477
Q26;2014;300786274;300786266;N1000;0;1;300780038;
Q26;2014;300788502;300788486;M3000;1;0;;
Q26;2014;300788502;300788486;N1000;1;0;;
Q26;2014;300788502;300788486;N2000;1;0;;
Q26;2014;310000310;310780671;M1000;1;;;
Q26;2014;310000310;310780671;M1010;1;;;
Q26;2014;310000310;310780671;M3000;1;;;
Q26;2014;310000310;310780671;N2000;1;;;
Q26;2014;310000369;310780754;N2000;1;0;;
Q26;2014;310005459;310021886;M1000;1;1;310781406;
Q26;2014;310005459;310021886;M1010;1;1;310781406;
Q26;2014;310005459;310021886;N2000;1;1;310781406;
Q26;2014;310009279;310780671;M1000;1;;;
Q26;2014;310009279;310780671;M1010;1;;;
Q26;2014;310009279;310780671;M3000;1;;;
Q26;2014;310009279;310780671;N2000;1;;;
Q26;2014;310013628;310786256;M3000;0;1;310781406;
Q26;2014;310013628;310786256;N1000;0;1;810000398;
Q26;2014;310013628;310786256;N2000;1;0;;
Q26;2014;310014329;310781562;N2000;1;;;
Q26;2014;310018650;310781562;M1010;0;1;310781562;
Q26;2014;310019351;310781406;M1000;0;1;;
Q26;2014;310019351;310781406;M1010;0;1;;
Q26;2014;310019351;310781406;M2000;0;1;;
Q26;2014;310019351;310781406;M3000;0;1;;
Q26;2014;310020938;920000395;N2000;1;0;;
Q26;2014;310021571;310021563;M1010;1;1;310781406;
Q26;2014;310021571;310021563;N2000;1;0;;
Q26;2014;310022298;310781406;M1000;0;1;;
Q26;2014;310022298;310781406;M1010;0;1;;
Q26;2014;310022298;310781406;M2000;0;1;;
Q26;2014;310022298;310781406;M3000;0;1;;
Q26;2014;310025333;310781406;M1000;0;1;;
Q26;2014;310025333;310781406;M1010;0;1;;
Q26;2014;310025333;310781406;M2000;0;1;;
Q26;2014;310025333;310781406;M3000;0;1;;
Q26;2014;310780085;310000021;N2000;1;0;;
Q26;2014;310780101;310000039;N2000;1;0;;
Q26;2014;310780135;310000054;N2000;1;0;;
Q26;2014;310780150;310788799;N2000;1;;;
Q26;2014;310780234;310000591;N2000;1;0;;
Q26;2014;310780259;310000096;M1000;0;1;310783048;
Q26;2014;310780283;310000112;N2000;1;;;
Q26;2014;310780283;310000112;N4000;1;;;
Q26;2014;310780283;310000112;N5000;1;;;
Q26;2014;310780366;310000153;M1010;1;0;;
Q26;2014;310780366;310000153;N2000;1;0;;
Q26;2014;310780374;310000161;N2000;1;0;;
Q26;2014;310780382;310000179;M1000;1;0;;
Q26;2014;310780382;310000179;M2000;1;0;;
Q26;2014;310780382;310000179;N4000;1;0;;
Q26;2014;310781000;310788880;N2000;1;;;
Q26;2014;310781067;310788898;M1010;1;;;
Q26;2014;310781067;310788898;M3000;1;;;
Q26;2014;310781067;310788898;N2000;1;;;
Q26;2014;310781067;310788898;N4000;1;;;
Q26;2014;310781125;310000419;N2000;1;0;;
Q26;2014;310781133;310000427;N2000;1;0;;
Q26;2014;310781133;310000427;N3000;1;0;;
Q26;2014;310781133;310000427;N5000;1;0;;
Q26;2014;310781158;310000443;N2000;1;;;
Q26;2014;310781174;310000450;M1000;1;0;;
Q26;2014;310781174;310000450;N2000;1;0;;
Q26;2014;310781422;310781562;N1000;1;0;;
Q26;2014;310781422;310781562;N2000;1;0;;
Q26;2014;310781422;310781562;N5000;1;0;;
Q26;2014;310781505;310000492;N2000;1;0;;
Q26;2014;310781984;310014378;N2000;1;;;
Q26;2014;310782016;310000617;N2000;1;0;;
Q26;2014;310782347;310789136;M1010;;1;310781406;
Q26;2014;310782347;310789136;M3000;;1;310781406;
Q26;2014;310782347;310789136;N1000;1;;;
Q26;2014;310782347;310789136;N2000;1;1;310781406;
Q26;2014;310782347;310789136;N3000;0;1;310781406;
Q26;2014;310782347;310789136;N5000;1;;;
Q26;2014;310782446;310782446;N5000;1;0;;
Q26;2014;310783048;310781406;M1000;0;1;;
Q26;2014;310783048;310781406;M1010;0;1;;
Q26;2014;310783048;310781406;M2000;0;1;;
Q26;2014;310783048;310781406;M3000;0;1;;
Q26;2014;310783048;310781406;N1000;0;1;;
Q26;2014;310783048;310781406;N2000;1;1;;
Q26;2014;310783055;310781406;M1000;0;1;;
Q26;2014;310783055;310781406;M1010;0;1;;
Q26;2014;310783055;310781406;M2000;0;1;;
Q26;2014;310783055;310781406;M3000;0;1;;
Q26;2014;310783063;310781406;M1000;0;1;;
Q26;2014;310783063;310781406;M1010;0;1;;
Q26;2014;310783063;310781406;M2000;0;1;;
Q26;2014;310783063;310781406;M3000;0;1;;
Q26;2014;310783097;750005068;N1000;1;0;;
Q26;2014;310783097;750005068;N2000;1;0;;
Q26;2014;310784558;310180013;M1000;0;1;310780671;
Q26;2014;310784558;310180013;M1010;0;1;310780671;
Q26;2014;310784558;310180013;M3000;0;1;310780671;
Q26;2014;310784558;310180013;N1000;0;1;310780671;
Q26;2014;310784558;310180013;N5000;0;1;310780671;
Q26;2014;310784830;310788880;M1000;1;;;
Q26;2014;310784830;310788880;M1010;1;;;
Q26;2014;310784830;310788880;N2000;1;;;
Q26;2014;310786389;310001433;N2000;1;0;;
Q26;2014;310786389;310001433;N5000;1;0;;
Q26;2014;310786702;750043713;N2000;1;0;;
Q26;2014;310787304;310781406;M1000;0;1;;
Q26;2014;310787304;310781406;M1010;0;1;;
Q26;2014;310787304;310781406;M2000;0;1;;
Q26;2014;310787304;310781406;M3000;0;1;;
Q26;2014;310790472;310790464;N2000;1;0;;
Q26;2014;310790472;310790464;N4000;1;0;;
Q26;2014;310792635;310002191;M1000;1;0;;
Q26;2014;310792635;310002191;N1000;0;1;310780283;
Q26;2014;310792635;310002191;N2000;1;1;310780283;
Q26;2014;310792635;310002191;N5000;1;1;310780283;
Q26;2014;310792874;310788997;M1010;1;0;;
Q26;2014;310792874;310788997;N2000;1;0;;
Q26;2014;310794094;310780754;N2000;1;0;;
Q26;2014;310794417;310002712;N2000;1;0;;
Q26;2014;310795463;310785068;N2000;1;0;;
Q26;2014;310795463;310785068;N5000;1;;;
Q26;2014;320000086;320780117;M1000;1;;;
Q26;2014;320000086;320780117;M1010;1;;;
Q26;2014;320000086;320780117;M2000;1;;;
Q26;2014;320000086;320780117;M3000;1;;;
Q26;2014;320000086;320780117;N2000;1;;;
Q26;2014;320000094;320780125;M3000;0;1;320000086;310781406
Q26;2014;320000094;320780125;N5000;0;1;320780133;
Q26;2014;320000102;320780133;N2000;;1;320780216;
Q26;2014;320000102;320780133;N3000;;1;320780216;
Q26;2014;320000110;320004310;N2000;1;;;
Q26;2014;320000144;320780174;N1000;;1;320780158;
Q26;2014;320000144;320780174;N2000;;1;320780158;
Q26;2014;320000151;320780182;M1010;0;1;320004310;
Q26;2014;320000151;320780182;N3000;0;1;320004310;
Q26;2014;320000169;320780190;N1000;0;1;320780133;
Q26;2014;320000169;320780190;N2000;1;0;;
Q26;2014;320000177;320780208;N1000;0;1;030780126;320000250
Q26;2014;320000177;320780208;N3000;0;1;320780216;
Q26;2014;320000185;320780216;M1010;0;1;320000086;
Q26;2014;320000185;320780216;M3000;0;1;320000086;460780083
Q26;2014;320000185;320780216;N1000;0;1;320000086;
Q26;2014;320000185;320780216;N2000;0;1;320780190;
Q26;2014;320000185;320780216;N5000;;1;320000086;
Q26;2014;320004328;750721334;M1000;;1;320780117;320000086
Q26;2014;320780067;320000052;N2000;1;0;;
Q26;2014;320780109;320000078;N2000;1;0;;
Q26;2014;320780323;750810590;N5000;1;0;;
Q26;2014;320784333;320000565;N2000;1;;;
Q26;2014;330000217;330780347;N2000;1;0;;
Q26;2014;330000217;330780347;N5000;1;0;;
Q26;2014;330000332;330780545;M1000;0;1;330781196;
Q26;2014;330000332;330780545;M1010;0;1;330781196;
Q26;2014;330000332;330780545;N1000;1;0;;
Q26;2014;330000332;330780545;N2000;1;0;;
Q26;2014;330000332;330780545;N4000;1;0;;
Q26;2014;330000332;330780545;N5000;1;0;;
Q26;2014;330000340;330780552;N2000;1;0;;
Q26;2014;330000431;330000431;M1010;0;1;330781972;
Q26;2014;330000431;330000431;N2000;1;0;;
Q26;2014;330000431;330000431;N3000;1;0;;
Q26;2014;330000431;330000431;N5000;1;0;;
Q26;2014;330000555;330781204;M1000;1;0;;
Q26;2014;330000555;330781204;M1010;1;0;;
Q26;2014;330000555;330781204;M2000;1;0;;
Q26;2014;330000555;330781204;N2000;1;0;;
Q26;2014;330000571;330781220;M1000;1;1;330781253;
Q26;2014;330000571;330781220;M1010;1;0;;
Q26;2014;330000571;330781220;M2000;1;1;330781196;
Q26;2014;330000571;330781220;M3000;1;1;330781196;
Q26;2014;330000571;330781220;N2000;1;0;;
Q26;2014;330000589;330027509;M1010;1;1;330781196;
Q26;2014;330000589;330027509;M2000;1;0;;
Q26;2014;330000589;330027509;N2000;1;1;330000647;
Q26;2014;330000589;330027509;N4000;0;1;330000647;
Q26;2014;330000597;330027509;M1010;0;1;330781196;
Q26;2014;330000597;330027509;N2000;1;1;330000647;
Q26;2014;330000597;330027509;N3000;0;1;330000621;
Q26;2014;330000605;330781253;M1010;1;;330781253;
Q26;2014;330000605;330781253;N2000;1;;;
Q26;2014;330000613;330781261;M1010;;1;330000605;
Q26;2014;330000613;330781261;M3000;;1;330000605;
Q26;2014;330000613;330781261;N1000;;1;330000605;
Q26;2014;330000613;330781261;N2000;1;1;330000605;
Q26;2014;330000613;330781261;N4000;1;;;
Q26;2014;330000639;330781287;N1000;1;0;;
Q26;2014;330000639;330781287;N2000;0;1;330781196;
Q26;2014;330000639;330781287;N3000;1;0;;
Q26;2014;330000647;330781295;N2000;1;0;;
Q26;2014;330000662;330781329;M3000;;1;330781253;330781196
Q26;2014;330000662;330781329;N2000;1;;;
Q26;2014;330000779;330000779;N5000;1;;;
Q26;2014;330005182;330792862;N1000;0;1;330781295;
Q26;2014;330005182;330792862;N2000;1;;;
Q26;2014;330007410;330007386;N4000;1;0;;
Q26;2014;330017989;330000134;N2000;1;0;;
Q26;2014;330025958;330025859;N1000;1;1;330781253;
Q26;2014;330025958;330025859;N2000;1;0;;
Q26;2014;330056227;330007386;N5000;1;0;;
Q26;2014;330057654;310024732;N2000;1;0;;
Q26;2014;330780040;330000027;M1010;1;0;;
Q26;2014;330780040;330000027;N2000;1;0;;
Q26;2014;330780040;330000027;N5000;1;0;;
Q26;2014;330780081;330000043;N2000;1;0;;
Q26;2014;330780115;330000076;N2000;1;0;;
Q26;2014;330780115;330000076;N5000;1;0;;
Q26;2014;330780206;330000126;N1000;0;1;330781204;
Q26;2014;330780206;330000126;N2000;1;0;;
Q26;2014;330780206;330000126;N4000;0;1;330781204;
Q26;2014;330780206;330000126;N5000;0;1;330781204;
Q26;2014;330780255;330010059;N1000;1;0;;
Q26;2014;330780255;330010059;N2000;1;0;;
Q26;2014;330780263;330000134;N2000;1;0;;
Q26;2014;330780271;330021429;N2000;1;0;;
Q26;2014;330780297;330000175;N5000;1;0;;
Q26;2014;330780313;330000191;N2000;1;;;
Q26;2014;330780313;330000191;N5000;1;;;
Q26;2014;330780321;330000209;N2000;1;0;;
Q26;2014;330780321;330000209;N5000;1;0;;
Q26;2014;330780354;330000225;N2000;1;0;;
Q26;2014;330780354;330000225;N5000;1;0;;
Q26;2014;330780370;750034589;N2000;1;0;;
Q26;2014;330780446;330000258;N1000;1;0;;
Q26;2014;330780446;330000258;N2000;1;0;;
Q26;2014;330780446;330000258;N5000;1;0;;
Q26;2014;330780453;330000308;N2000;1;0;330780503;
Q26;2014;330780479;330000274;N2000;1;0;;
Q26;2014;330780487;330000282;N1000;0;1;330780263;
Q26;2014;330780487;330000282;N2000;1;;;
Q26;2014;330780495;330796392;M1000;1;0;;
Q26;2014;330780495;330796392;M1010;1;0;;
Q26;2014;330780495;330796392;M2000;0;1;330780529;
Q26;2014;330780495;330796392;M3000;0;1;330780529;
Q26;2014;330780495;330796392;N1000;0;1;330780529;
Q26;2014;330780495;330796392;N2000;1;0;;
Q26;2014;330780495;330796392;N4000;0;1;330780529;
Q26;2014;330780495;330796392;N5000;0;1;330780529;
Q26;2014;330780503;330000308;N1000;1;0;;
Q26;2014;330780503;330000308;N2000;1;0;;
Q26;2014;330780511;330000316;N2000;1;;;
Q26;2014;330780529;330796392;M1000;1;1;330780495;
Q26;2014;330780529;330796392;M1010;1;0;;
Q26;2014;330780529;330796392;M2000;1;1;330780495;
Q26;2014;330780529;330796392;N1000;0;1;330780495;
Q26;2014;330780529;330796392;N2000;1;0;;
Q26;2014;330780537;330000324;M1000;1;0;;
Q26;2014;330780537;330000324;M1010;1;0;;
Q26;2014;330780537;330000324;M3000;1;0;;
Q26;2014;330780537;330000324;N2000;1;0;;
Q26;2014;330780560;330781386;M1010;1;0;;
Q26;2014;330780560;330781386;N2000;1;0;;
Q26;2014;330780636;330785072;M1010;0;1;330000639;
Q26;2014;330780636;330785072;N2000;1;0;;
Q26;2014;330780719;310020383;N2000;1;0;;
Q26;2014;330780735;310021035;N2000;1;0;;
Q26;2014;330780743;330056540;N1000;0;1;330780750;
Q26;2014;330780743;330056540;N2000;1;0;;
Q26;2014;330780743;330056540;N4000;1;0;;
Q26;2014;330780743;330056540;N5000;1;0;;
Q26;2014;330780750;330056540;M1000;1;0;;
Q26;2014;330780750;330056540;M1010;1;0;;
Q26;2014;330780750;330056540;N1000;1;0;;
Q26;2014;330780750;330056540;N2000;1;0;;
Q26;2014;330780750;330056540;N3000;1;0;;
Q26;2014;330780750;330056540;N4000;1;0;;
Q26;2014;330780750;330056540;N5000;1;0;;
Q26;2014;330780768;330780552;N2000;1;0;;
Q26;2014;330781121;930019484;N2000;1;;;
Q26;2014;330781139;330056540;N1000;1;;;
Q26;2014;330781139;330056540;N2000;1;;;
Q26;2014;330781139;330056540;N3000;1;;;
Q26;2014;330781139;330056540;N4000;1;;;
Q26;2014;330781139;330056540;N5000;1;;;
Q26;2014;330781170;330785072;N2000;1;;;
Q26;2014;330781170;330785072;N3000;1;;;
Q26;2014;330781170;330785072;N5000;1;;;
Q26;2014;330781188;330056540;N2000;1;0;;
Q26;2014;330781188;330056540;N3000;1;0;;
Q26;2014;330781626;750043994;N2000;1;0;;
Q26;2014;330781691;330781691;M1010;;1;330781295;
Q26;2014;330781691;330781691;N3000;;1;330781295;
Q26;2014;330782582;330000928;N2000;1;0;;
Q26;2014;330783614;330785072;N2000;1;;;
Q26;2014;330783614;330785072;N3000;1;;;
Q26;2014;330783614;330785072;N5000;1;;;
Q26;2014;330783721;330781253;N2000;1;;;
Q26;2014;330791641;330056540;M1000;1;0;;
Q26;2014;330791641;330056540;N2000;1;0;;
Q26;2014;330791641;330056540;N5000;1;0;;
Q26;2014;330795303;330007386;N5000;1;0;;
Q26;2014;330804501;330781212;N2000;1;0;;
Q26;2014;330804501;330781212;N4000;1;0;;
Q26;2014;340000173;340780451;M3000;;1;340011295;
Q26;2014;340000173;340780451;N2000;1;1;340780535;
Q26;2014;340000207;340780493;N1000;1;0;;
Q26;2014;340000207;340780493;N2000;1;0;;
Q26;2014;340000207;340780493;N4000;1;0;;
Q26;2014;340000215;340780519;M1010;;1;340780535;
Q26;2014;340000215;340780519;N1000;;1;340780543;
Q26;2014;340000215;340780519;N2000;1;;;
Q26;2014;340000249;340780543;M1010;0;1;340780535;
Q26;2014;340000249;340780543;M3000;0;1;340780519;
Q26;2014;340000249;340780543;N2000;1;0;;
Q26;2014;340000439;340780881;N2000;1;0;;
Q26;2014;340008275;340780477;N2000;1;0;;
Q26;2014;340009018;340008978;N2000;1;0;;
Q26;2014;340009539;340009489;N4000;1;0;;
Q26;2014;340010149;340010099;N2000;1;0;;
Q26;2014;340015502;340000512;N2000;1;0;;
Q26;2014;340015965;340000074;N2000;1;0;;
Q26;2014;340015999;340000413;N2000;1;0;;
Q26;2014;340017292;340009489;N4000;1;0;;
Q26;2014;340017839;340784933;N2000;1;0;;
Q26;2014;340019173;340019165;M1010;0;1;340011295;
Q26;2014;340019173;340019165;N1000;0;1;340011295;
Q26;2014;340019173;340019165;N2000;0;1;340011295;
Q26;2014;340019603;340019587;M1010;;1;340000264;340780477
Q26;2014;340019603;340019587;N1000;;1;340000264;340780477
Q26;2014;340019603;340019587;N2000;;1;340000264;
Q26;2014;340019603;340019587;N3000;;1;340000264;
Q26;2014;340019603;340019587;N4000;;1;340000264;
Q26;2014;340019603;340019587;N5000;;1;340000264;
Q26;2014;340780139;340000090;N2000;1;0;;
Q26;2014;340780147;340000108;N2000;1;;;
Q26;2014;340780196;340798123;N2000;1;0;;
Q26;2014;340780204;340015171;M3000;0;1;340796358;
Q26;2014;340780204;340015171;N2000;1;0;;
Q26;2014;340780212;340796069;M1010;0;1;340780055;310783055
Q26;2014;340780212;340796069;N2000;1;0;;
Q26;2014;340780220;340796358;M1010;;1;340000199;
Q26;2014;340780220;340796358;M3000;;1;340000033;300002805
Q26;2014;340780220;340796358;N1000;;1;460000045;
Q26;2014;340780220;340796358;N2000;;1;340000033;
Q26;2014;340780444;340009893;M1010;0;1;340000033;
Q26;2014;340780485;340780477;M3000;0;1;300782117;
Q26;2014;340780568;340000256;N2000;1;;;
Q26;2014;340780568;340000256;N3000;1;;;
Q26;2014;340780634;340000272;N1000;1;0;;
Q26;2014;340780634;340000272;N3000;1;0;;
Q26;2014;340780634;340000272;N5000;1;0;;
Q26;2014;340780642;340785856;M1000;0;1;340785856;
Q26;2014;340780642;340785856;N2000;1;0;;
Q26;2014;340780642;340785856;N4000;0;1;340785856;
Q26;2014;340780667;340000280;N2000;1;0;;
Q26;2014;340780667;340000280;N4000;1;0;;
Q26;2014;340780667;340000280;N5000;1;0;;
Q26;2014;340780675;340000298;N2000;1;0;;
Q26;2014;340780717;340008150;M2000;;1;300780038;
Q26;2014;340780782;340000371;N2000;1;0;;
Q26;2014;340780790;340000389;M1000;1;0;;
Q26;2014;340780790;340000389;M1010;1;0;;
Q26;2014;340780790;340000389;N1000;1;0;;
Q26;2014;340780790;340000389;N4000;1;0;;
Q26;2014;340780790;340000389;N5000;1;0;;
Q26;2014;340780816;340008291;N2000;1;0;;
Q26;2014;340780840;340000413;N5000;1;0;;
Q26;2014;340780857;340000421;N2000;1;;;
Q26;2014;340780857;340000421;N3000;1;;;
Q26;2014;340780857;340000421;N5000;1;;;
Q26;2014;340780931;340000454;N2000;1;0;;
Q26;2014;340780931;340000454;N5000;1;0;;
Q26;2014;340781608;340015171;N2000;1;0;;
Q26;2014;340781608;340015171;N3000;1;0;;
Q26;2014;340782002;340000629;N2000;1;0;;
Q26;2014;340782002;340000629;N4000;1;0;;
Q26;2014;340782036;340780477;M2000;0;1;130002215;300000031
Q26;2014;340782036;340780477;M3000;0;1;300782117;340000207
Q26;2014;340782036;340780477;N1000;1;0;;
Q26;2014;340782036;340780477;N2000;1;0;;
Q26;2014;340782036;340780477;N4000;1;0;;
Q26;2014;340782085;340780477;M1000;0;1;300782117;340000223
Q26;2014;340782085;340780477;M2000;0;1;120004569;300782117
Q26;2014;340782085;340780477;M3000;0;1;300782117;
Q26;2014;340789379;340001825;N2000;1;;;
Q26;2014;340789981;340001866;N2000;1;0;;
Q26;2014;340796093;340796069;M1000;0;1;340780477;
Q26;2014;340796093;340796069;M1010;1;0;;
Q26;2014;340796093;340796069;N2000;1;0;;
Q26;2014;340796663;340780477;M1000;0;1;130804297;300782117
Q26;2014;340796663;340780477;M1010;0;1;300782117;
Q26;2014;340796663;340780477;M2000;0;1;300782117;340000207
Q26;2014;340796663;340780477;M3000;0;1;300782117;
Q26;2014;340796663;340780477;N1000;1;0;;
Q26;2014;340796663;340780477;N2000;1;0;;
Q26;2014;340796663;340780477;N4000;1;0;;
Q26;2014;340798552;340798545;N2000;1;0;;
Q26;2014;350000063;220020739;N2000;1;;;
Q26;2014;350000071;750000218;M1000;0;1;350000147;
Q26;2014;350000121;350000303;N2000;1;0;;
Q26;2014;350000139;350001137;N2000;1;0;;
Q26;2014;350000147;350000022;M1000;1;1;350000741;220000046
Q26;2014;350000147;350000022;M2000;1;;;
Q26;2014;350000147;350000022;M3000;0;1;220000046;
Q26;2014;350000147;350000022;N1000;0;1;900000365;220000046
Q26;2014;350000147;350000022;N2000;1;1;220000046;
Q26;2014;350000147;350000022;N3000;0;1;220000046;
Q26;2014;350000147;350000022;N5000;0;1;220000046;
Q26;2014;350000154;350000030;M1000;1;0;;
Q26;2014;350000154;350000030;M1010;1;1;350005179;350002812
Q26;2014;350000154;350000030;M2000;1;1;350005179;
